"","station_code","station_name","CityZH","Fenwei","Province","CityEN","designation","YRD","PRD","keyregion","GADM_ID_2","CityID","CityGADM","NAME_2","Lon","Lat","keyregion2018"
"378","1381A","<U+7D2B><U+9A6C><U+5CAD>","<U+4E2D><U+5C71>",FALSE,"Guangdong","Zhongshan","none",FALSE,TRUE,"PRD",62,22,62,"Zhongshan",113.4075,22.5111,"PRD"
"379","1382A","<U+957F><U+6C5F><U+65C5><U+6E38><U+533A>","<U+4E2D><U+5C71>",FALSE,"Guangdong","Zhongshan","none",FALSE,TRUE,"PRD",62,22,62,"Zhongshan",113.4411,22.4853,"PRD"
"380","1383A","<U+5317><U+8857>","<U+6C5F><U+95E8>",FALSE,"Guangdong","Jiangmen","none",FALSE,TRUE,"PRD",49,172,49,"Jiangmen",113.104,22.6069,"PRD"
"381","1384A","<U+897F><U+533A>","<U+6C5F><U+95E8>",FALSE,"Guangdong","Jiangmen","none",FALSE,TRUE,"PRD",49,172,49,"Jiangmen",113.074,22.5811,"PRD"
"382","1385A","<U+572D><U+5CF0><U+897F>","<U+6C5F><U+95E8>",FALSE,"Guangdong","Jiangmen","none",FALSE,TRUE,"PRD",49,172,49,"Jiangmen",113.024,22.5328,"PRD"
"383","1386A","<U+4E1C><U+6E56>","<U+6C5F><U+95E8>",FALSE,"Guangdong","Jiangmen","none",FALSE,TRUE,"PRD",49,172,49,"Jiangmen",113.0819,22.5931,"PRD"
"384","1387A","<U+4E1C><U+57CE><U+4E3B><U+5C71>","<U+4E1C><U+839E>",FALSE,"Guangdong","Dongguan","none",FALSE,TRUE,"PRD",44,26,44,"Dongguan",113.7819444,23.05361111,"PRD"
"385","1388A","<U+5357><U+57CE><U+5143><U+5CAD>","<U+4E1C><U+839E>",FALSE,"Guangdong","Dongguan","none",FALSE,TRUE,"PRD",44,26,44,"Dongguan",113.7461111,23.02777778,"PRD"
"386","1389A","<U+839E><U+57CE><U+68A8><U+5DDD>","<U+4E1C><U+839E>",FALSE,"Guangdong","Dongguan","none",FALSE,TRUE,"PRD",44,26,44,"Dongguan",113.7480556,23.06,"PRD"
"387","1390A","<U+4E1C><U+57CE><U+77F3><U+4E95>","<U+4E1C><U+839E>",FALSE,"Guangdong","Dongguan","none",FALSE,TRUE,"PRD",44,26,44,"Dongguan",113.7944444,23.01277778,"PRD"
"388","1391A","<U+5357><U+57CE><U+897F><U+5E73>","<U+4E1C><U+839E>",FALSE,"Guangdong","Dongguan","none",FALSE,TRUE,"PRD",44,26,44,"Dongguan",113.7383333,22.96583333,"PRD"
"389","1392A","<U+6CB3><U+5357><U+5CB8><U+91D1><U+5C71><U+6E56><U+5B50><U+7AD9>","<U+60E0><U+5DDE>",FALSE,"Guangdong","Huizhou","none",FALSE,TRUE,"PRD",48,213,48,"Huizhou",114.4183,23.0528,"PRD"
"390","1393A","<U+4E0B><U+57D4><U+6A2A><U+6C5F><U+4E09><U+8DEF><U+5B50><U+7AD9>","<U+60E0><U+5DDE>",FALSE,"Guangdong","Huizhou","none",FALSE,TRUE,"PRD",48,213,48,"Huizhou",114.4053,23.08,"PRD"
"391","1394A","<U+6C5F><U+5317><U+4E91><U+5C71><U+897F><U+8DEF><U+5B50><U+7AD9>","<U+60E0><U+5DDE>",FALSE,"Guangdong","Huizhou","none",FALSE,TRUE,"PRD",48,213,48,"Huizhou",114.4103,23.1142,"PRD"
"392","1395A","<U+60E0><U+9633><U+533A><U+627F><U+4FEE><U+8DEF><U+8239><U+6E56><U+5B50><U+7AD9>","<U+60E0><U+5DDE>",FALSE,"Guangdong","Huizhou","none",FALSE,TRUE,"PRD",48,213,48,"Huizhou",114.3244,22.8172,"PRD"
"393","1396A","<U+5927><U+4E9A><U+6E7E><U+7BA1><U+59D4><U+4F1A><U+5B50><U+7AD9>","<U+60E0><U+5DDE>",FALSE,"Guangdong","Huizhou","none",FALSE,TRUE,"PRD",48,213,48,"Huizhou",114.5317,22.7422,"PRD"
"394","1397A","<U+7766><U+5C97><U+5B50><U+7AD9>","<U+8087><U+5E86>",FALSE,"Guangdong","Zhaoqing","none",FALSE,TRUE,"PRD",61,292,61,"Zhaoqing",112.427,23.0706,"PRD"
"395","1398A","<U+57CE><U+4E2D><U+5B50><U+7AD9>","<U+8087><U+5E86>",FALSE,"Guangdong","Zhaoqing","none",FALSE,TRUE,"PRD",61,292,61,"Zhaoqing",112.471,23.0528,"PRD"
"396","1399A","<U+5751><U+53E3><U+5B50><U+7AD9>","<U+8087><U+5E86>",FALSE,"Guangdong","Zhaoqing","none",FALSE,TRUE,"PRD",61,292,61,"Zhaoqing",112.565,23.1617,"PRD"
"397","1400A","<U+4E03><U+661F><U+5CA9><U+5B50><U+7AD9>","<U+8087><U+5E86>",FALSE,"Guangdong","Zhaoqing","none",FALSE,TRUE,"PRD",61,292,61,"Zhaoqing",112.4722,23.0786,"PRD"
"398","1401A","<U+632F><U+5B81><U+82B1><U+56ED>","<U+5357><U+5B81>",FALSE,"Guangxi","Nanning","none",FALSE,FALSE,"none",74,86,74,"Nanning",108.301,22.7875,NA
"399","1402A","<U+5317><U+6E56>","<U+5357><U+5B81>",FALSE,"Guangxi","Nanning","none",FALSE,FALSE,"none",74,86,74,"Nanning",108.316,22.8561,NA
"400","1403A","<U+5E02><U+76D1><U+6D4B><U+7AD9>","<U+5357><U+5B81>",FALSE,"Guangxi","Nanning","none",FALSE,FALSE,"none",74,86,74,"Nanning",108.321,22.8225,NA
"401","1404A","<U+5927><U+81EA><U+7136><U+82B1><U+56ED>","<U+5357><U+5B81>",FALSE,"Guangxi","Nanning","none",FALSE,FALSE,"none",74,86,74,"Nanning",108.383,22.805,NA
"402","1405A","<U+4ED9><U+846B>","<U+5357><U+5B81>",FALSE,"Guangxi","Nanning","none",FALSE,FALSE,"none",74,86,74,"Nanning",108.439,22.7906,NA
"403","1406A","<U+533A><U+519C><U+804C><U+9662>","<U+5357><U+5B81>",FALSE,"Guangxi","Nanning","none",FALSE,FALSE,"none",74,86,74,"Nanning",108.239,22.8464,NA
"404","1407A","<U+82F1><U+534E><U+5609><U+56ED>","<U+5357><U+5B81>",FALSE,"Guangxi","Nanning","none",FALSE,FALSE,"none",74,86,74,"Nanning",108.328,22.735,NA
"405","1408A","<U+6C99><U+4E95><U+9547><U+8857><U+9053><U+529E>","<U+5357><U+5B81>",FALSE,"Guangxi","Nanning","none",FALSE,FALSE,"none",74,86,74,"Nanning",108.244,22.7833,NA
"406","1409A","<U+4E1C><U+5BE8><U+6E2F>","<U+6D77><U+53E3>",FALSE,"Hainan","Seaport",NA,NA,NA,NA,87,179,87,"Haikou",110.576,19.9507,NA
"407","1410A","<U+6D77><U+5357><U+5927><U+5B66>","<U+6D77><U+53E3>",FALSE,"Hainan","Seaport",NA,NA,NA,NA,87,179,87,"Haikou",110.3232,20.0574,NA
"408","1411A","<U+79C0><U+82F1><U+6D77><U+5357><U+533B><U+9662>","<U+6D77><U+53E3>",FALSE,"Hainan","Seaport",NA,NA,NA,NA,87,179,87,"Haikou",110.283,20.0053,NA
"409","1412A","<U+6D77><U+5357><U+5E08><U+8303><U+5927><U+5B66>","<U+6D77><U+53E3>",FALSE,"Hainan","Seaport",NA,NA,NA,NA,87,179,87,"Haikou",110.338,19.9969,NA
"410","1413A","<U+9F99><U+534E><U+8DEF><U+73AF><U+4FDD><U+5C40><U+5BBF><U+820D>","<U+6D77><U+53E3>",FALSE,"Hainan","Seaport",NA,NA,NA,NA,87,179,87,"Haikou",110.33,20.0356,NA
"411","1414A","<U+7F19><U+4E91><U+5C71>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.379,29.8272,NA
"412","1415A","<U+9AD8><U+5BB6><U+82B1><U+56ED>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.46,29.5736,NA
"413","1416A","<U+5929><U+751F>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.424,29.8264,NA
"414","1417A","<U+4E24><U+8DEF>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.626,29.7228,NA
"415","1418A","<U+864E><U+6EAA>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.296,29.5983,NA
"416","1419A","<U+5357><U+576A>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.54,29.5186,NA
"417","1420A","<U+5510><U+5BB6><U+6CB1>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.65,29.6219,NA
"418","1421A","<U+8336><U+56ED>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.634,29.4892,NA
"419","1422A","<U+767D><U+5E02><U+9A7F>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.364,29.4822,NA
"420","1423A","<U+89E3><U+653E><U+7891>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.571,29.5642,NA
"421","1424A","<U+6768><U+5BB6><U+576A>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.512,29.5164,NA
"422","1425A","<U+7A7A><U+6E2F>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.617,29.7125,NA
"423","1426A","<U+65B0><U+5C71><U+6751>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.468,29.4892,NA
"424","1427A","<U+793C><U+5609>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.562,29.6453,NA
"425","1428A","<U+8521><U+5BB6>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.452,29.709,NA
"426","1429A","<U+9C7C><U+65B0><U+8857>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.513,29.389,NA
"427","1430A","<U+5357><U+6CC9>","<U+91CD><U+5E86>",FALSE,"Chongqing","Chongqing","none",FALSE,FALSE,"none",19,329,19,"Chongqing",106.591,29.4272,NA
"428","1431A","<U+91D1><U+6CC9><U+4E24><U+6CB3>","<U+6210><U+90FD>",FALSE,"Sichuan","Chengdu","none",FALSE,FALSE,"none",275,142,275,"Chengdu",103.97275,30.72358333,NA
"429","1432A","<U+5341><U+91CC><U+5E97>","<U+6210><U+90FD>",FALSE,"Sichuan","Chengdu","none",FALSE,FALSE,"none",275,142,275,"Chengdu",104.176,30.6872,NA
"430","1433A","<U+4E09><U+74E6><U+7A91>","<U+6210><U+90FD>",FALSE,"Sichuan","Chengdu","none",FALSE,FALSE,"none",275,142,275,"Chengdu",104.079,30.5706,NA
"431","1434A","<U+6C99><U+6CB3><U+94FA>","<U+6210><U+90FD>",FALSE,"Sichuan","Chengdu","none",FALSE,FALSE,"none",275,142,275,"Chengdu",104.1113889,30.63,NA
"432","1435A","<U+6881><U+5BB6><U+5DF7>","<U+6210><U+90FD>",FALSE,"Sichuan","Chengdu","none",FALSE,FALSE,"none",275,142,275,"Chengdu",104.074,30.685,NA
"433","1436A","<U+8349><U+5802><U+5BFA>","<U+6210><U+90FD>",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","1437A","<U+541B><U+5E73><U+8857>","<U+6210><U+90FD>",FALSE,"Sichuan","Chengdu","none",FALSE,FALSE,"none",275,142,275,"Chengdu",104.054,30.6578,NA
"435","1438A","<U+7075><U+5CA9><U+5BFA>","<U+6210><U+90FD>",FALSE,"Sichuan","Chengdu","none",FALSE,FALSE,"none",289,142,289,"Ngawa Tibetan and Qiang",103.613,31.0283,NA
"436","1439A","<U+9A6C><U+978D><U+5C71>","<U+8D35><U+9633>",FALSE,"Guizhou","Guiyang","none",FALSE,FALSE,"none",80,270,80,"Guiyang",106.6856,26.6029,NA
"437","1440A","<U+5E02><U+73AF><U+4FDD><U+7AD9>","<U+8D35><U+9633>",FALSE,"Guizhou","Guiyang","none",FALSE,FALSE,"none",80,270,80,"Guiyang",106.6971,26.5689,NA
"438","1441A","<U+9274><U+6E56><U+8DEF>","<U+8D35><U+9633>",FALSE,"Guizhou","Guiyang","none",FALSE,FALSE,"none",80,270,80,"Guiyang",106.6243,26.6266,NA
"439","1442A","<U+71D5><U+5B50><U+51B2>","<U+8D35><U+9633>",FALSE,"Guizhou","Guiyang","none",FALSE,FALSE,"none",80,270,80,"Guiyang",106.7487,26.6343,NA
"440","1443A","<U+78A7><U+4E91><U+7A9D>","<U+8D35><U+9633>",FALSE,"Guizhou","Guiyang","none",FALSE,FALSE,"none",80,270,80,"Guiyang",106.6554,26.4364,NA
"441","1444A","<U+4E2D><U+9662><U+6751>","<U+8D35><U+9633>",FALSE,"Guizhou","Guiyang","none",FALSE,FALSE,"none",80,270,80,"Guiyang",106.6948,26.5155,NA
"442","1445A","<U+7EA2><U+8FB9><U+95E8>","<U+8D35><U+9633>",FALSE,"Guizhou","Guiyang","none",FALSE,FALSE,"none",80,270,80,"Guiyang",106.7105,26.6009,NA
"443","1446A","<U+65B0><U+534E><U+8DEF>","<U+8D35><U+9633>",FALSE,"Guizhou","Guiyang","none",FALSE,FALSE,"none",80,270,80,"Guiyang",106.7164,26.5697,NA
"444","1447A","<U+592A><U+6148><U+6865>","<U+8D35><U+9633>",FALSE,"Guizhou","Guiyang","none",FALSE,FALSE,"none",80,270,80,"Guiyang",106.6867,26.5495,NA
"445","1449A","<U+5173><U+4E0A>","<U+6606><U+660E>",FALSE,"Yunnan","Kunming","none",FALSE,FALSE,"none",325,154,325,"Kunming",102.743,25.0124,NA
"446","1450A","<U+5448><U+8D21><U+65B0><U+533A>","<U+6606><U+660E>",FALSE,"Yunnan","Kunming","none",FALSE,FALSE,"none",325,154,325,"Kunming",102.821,24.8885,NA
"447","1451A","<U+897F><U+5C71><U+68EE><U+6797><U+516C><U+56ED>","<U+6606><U+660E>",FALSE,"Yunnan","Kunming","none",FALSE,FALSE,"none",325,154,325,"Kunming",102.625,24.9624,NA
"448","1452A","<U+9F99><U+6CC9><U+9547>","<U+6606><U+660E>",FALSE,"Yunnan","Kunming","none",FALSE,FALSE,"none",325,154,325,"Kunming",102.728,25.0836,NA
"449","1453A","<U+4E1C><U+98CE><U+4E1C><U+8DEF>","<U+6606><U+660E>",FALSE,"Yunnan","Kunming","none",FALSE,FALSE,"none",325,154,325,"Kunming",102.722,25.0405,NA
"450","1454A","<U+91D1><U+9F0E><U+5C71>","<U+6606><U+660E>",FALSE,"Yunnan","Kunming","none",FALSE,FALSE,"none",325,154,325,"Kunming",102.681,25.067,NA
"451","1455A","<U+78A7><U+9E21><U+5E7F><U+573A>","<U+6606><U+660E>",FALSE,"Yunnan","Kunming","none",FALSE,FALSE,"none",325,154,325,"Kunming",102.638,25.0359,NA
"452","1456A","<U+516B><U+5ED3><U+8857>","<U+62C9><U+8428>",FALSE,"Xizang","Lhasa","none",FALSE,FALSE,"none",313,160,313,"Lhasa",91.1319,29.6514,NA
"453","1457A","<U+5E02><U+73AF><U+4FDD><U+5C40>","<U+62C9><U+8428>",FALSE,"Xizang","Lhasa","none",FALSE,FALSE,"none",313,160,313,"Lhasa",91.1221,29.6747,NA
"454","1458A","<U+533A><U+76D1><U+6D4B><U+7AD9>","<U+62C9><U+8428>",FALSE,"Xizang","Lhasa","none",FALSE,FALSE,"none",313,160,313,"Lhasa",91.0874,29.6475,NA
"455","1459A","<U+897F><U+85CF><U+5927><U+5B66>","<U+62C9><U+8428>",FALSE,"Xizang","Lhasa","none",FALSE,FALSE,"none",313,160,313,"Lhasa",91.1774,29.6541,NA
"456","1460A","<U+533A><U+8F90><U+5C04><U+7AD9>","<U+62C9><U+8428>",FALSE,"Xizang","Lhasa","none",FALSE,FALSE,"none",313,160,313,"Lhasa",90.9798,29.6588,NA
"457","1461A","<U+62C9><U+8428><U+706B><U+8F66><U+7AD9>","<U+62C9><U+8428>",FALSE,"Xizang","Lhasa","none",FALSE,FALSE,"none",313,160,313,"Lhasa",91.0834,29.6292,NA
"458","1462A","<U+9AD8><U+538B><U+5F00><U+5173><U+5382>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",108.882,34.2749,"Fenwei"
"459","1463A","<U+5174><U+5E86><U+5C0F><U+533A>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",108.993,34.2629,"Fenwei"
"460","1464A","<U+7EBA><U+7EC7><U+57CE>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",109.06,34.2572,"Fenwei"
"461","1465A","<U+5C0F><U+5BE8>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",108.94,34.2324,"Fenwei"
"462","1466A","<U+5E02><U+4EBA><U+6C11><U+4F53><U+80B2><U+573A>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",108.954,34.2713,"Fenwei"
"463","1467A","<U+9AD8><U+65B0><U+897F><U+533A>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",108.883,34.2303,"Fenwei"
"464","1468A","<U+7ECF><U+5F00><U+533A>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",108.935,34.3474,"Fenwei"
"465","1469A","<U+957F><U+5B89><U+533A>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",108.906,34.1546,"Fenwei"
"466","1470A","<U+960E><U+826F><U+533A>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",109.2,34.6575,"Fenwei"
"467","1471A","<U+4E34><U+6F7C><U+533A>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",109.2186,34.3731,"Fenwei"
"468","1472A","<U+8349><U+6EE9>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",108.869,34.378,"Fenwei"
"469","1473A","<U+66F2><U+6C5F><U+6587><U+5316><U+4EA7><U+4E1A><U+96C6><U+56E2>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",108.985,34.1978,"Fenwei"
"470","1474A","<U+5E7F><U+8FD0><U+6F6D>","<U+897F><U+5B89>",TRUE,"Shaanxi","Xi'an","none",FALSE,FALSE,"Fenwei",241,305,241,"Xi'an",109.043,34.3274,"Fenwei"
"471","1475A","<U+804C><U+5DE5><U+533B><U+9662>","<U+5170><U+5DDE>",FALSE,"Gansu","Lanzhou","none",FALSE,FALSE,"none",35,79,35,"Lanzhou",103.712,36.0756,NA
"472","1476A","<U+5170><U+70BC><U+5BBE><U+9986>","<U+5170><U+5DDE>",FALSE,"Gansu","Lanzhou","none",FALSE,FALSE,"none",35,79,35,"Lanzhou",103.631,36.1031,NA
"473","1477A","<U+6986><U+4E2D><U+5170><U+5927><U+6821><U+533A>","<U+5170><U+5DDE>",FALSE,"Gansu","Lanzhou","none",FALSE,FALSE,"none",35,79,35,"Lanzhou",104.148,35.94,NA
"474","1478A","<U+751F><U+7269><U+5236><U+54C1><U+6240>","<U+5170><U+5DDE>",FALSE,"Gansu","Lanzhou","none",FALSE,FALSE,"none",35,79,35,"Lanzhou",103.841,36.0725,NA
"475","1479A","<U+94C1><U+8DEF><U+8BBE><U+8BA1><U+9662>","<U+5170><U+5DDE>",FALSE,"Gansu","Lanzhou","none",FALSE,FALSE,"none",35,79,35,"Lanzhou",103.831,36.0464,NA
"476","1480A","<U+5E02><U+73AF><U+5883><U+76D1><U+6D4B><U+7AD9>","<U+897F><U+5B81>",FALSE,"Qinghai","Xining","none",FALSE,FALSE,"none",234,306,234,"Xining",101.748,36.6428,NA
"477","1481A","<U+7701><U+533B><U+836F><U+4ED3><U+5E93>","<U+897F><U+5B81>",FALSE,"Qinghai","Xining","none",FALSE,FALSE,"none",234,306,234,"Xining",101.749,36.6922,NA
"478","1482A","<U+56DB><U+9646><U+533B><U+9662>","<U+897F><U+5B81>",FALSE,"Qinghai","Xining","none",FALSE,FALSE,"none",234,306,234,"Xining",101.834,36.5819,NA
"479","1483A","<U+7B2C><U+4E94><U+6C34><U+5382>","<U+897F><U+5B81>",FALSE,"Qinghai","Xining","none",FALSE,FALSE,"none",234,306,234,"Xining",101.524,36.6867,NA
"480","1484A","<U+8D3A><U+5170><U+5C71><U+9A6C><U+83B2><U+53E3>","<U+94F6><U+5DDD>",FALSE,"Ningxia Hui","Yinchuan","none",FALSE,FALSE,"none",224,294,224,"Yinchuan",105.9512,38.6016,NA
"481","1485A","<U+94F6><U+6E56><U+5DF7>","<U+94F6><U+5DDD>",FALSE,"Ningxia Hui","Yinchuan","none",FALSE,FALSE,"none",224,294,224,"Yinchuan",106.2682,38.4744,NA
"482","1486A","<U+5B81><U+5B89><U+5927><U+8857>","<U+94F6><U+5DDD>",FALSE,"Ningxia Hui","Yinchuan","none",FALSE,FALSE,"none",224,294,224,"Yinchuan",106.217,38.4536,NA
"483","1487A","<U+5B81><U+5316><U+751F><U+6D3B><U+533A>","<U+94F6><U+5DDD>",FALSE,"Ningxia Hui","Yinchuan","none",FALSE,FALSE,"none",224,294,224,"Yinchuan",106.0715,38.4858,NA
"484","1488A","<U+8D3A><U+5170><U+5C71><U+4E1C><U+8DEF>","<U+94F6><U+5DDD>",FALSE,"Ningxia Hui","Yinchuan","none",FALSE,FALSE,"none",224,294,224,"Yinchuan",106.2328,38.4975,NA
"485","1489A","<U+5B66><U+9662><U+8DEF>","<U+94F6><U+5DDD>",FALSE,"Ningxia Hui","Yinchuan","none",FALSE,FALSE,"none",224,294,224,"Yinchuan",106.1358,38.5036,NA
"486","1490A","<U+76D1><U+6D4B><U+7AD9>","<U+4E4C><U+9C81><U+6728><U+9F50>",FALSE,"Xinjiang Uygur","Urumqi",NA,NA,NA,NA,311,132,311,"ÃœrÃ¼mqi",87.5801,43.8303,NA
"487","1491A","<U+6536><U+8D39><U+6240>","<U+4E4C><U+9C81><U+6728><U+9F50>",FALSE,"Xinjiang Uygur","Urumqi",NA,NA,NA,NA,311,132,311,"ÃœrÃ¼mqi",87.6046,43.768,NA
"488","1492A","<U+65B0><U+7586><U+519C><U+79D1><U+9662><U+519C><U+573A>","<U+4E4C><U+9C81><U+6728><U+9F50>",FALSE,"Xinjiang Uygur","Urumqi",NA,NA,NA,NA,311,132,311,"ÃœrÃ¼mqi",87.4754,43.9469,NA
"489","1493A","<U+94C1><U+8DEF><U+5C40>","<U+4E4C><U+9C81><U+6728><U+9F50>",FALSE,"Xinjiang Uygur","Urumqi",NA,NA,NA,NA,311,132,311,"ÃœrÃ¼mqi",87.5525,43.8711,NA
"490","1494A","<U+4E09><U+5341><U+4E00><U+4E2D><U+5B66>","<U+4E4C><U+9C81><U+6728><U+9F50>",FALSE,"Xinjiang Uygur","Urumqi",NA,NA,NA,NA,311,132,311,"ÃœrÃ¼mqi",87.6432,43.831,NA
"491","1495A","<U+4E03><U+5341><U+56DB><U+4E2D><U+5B66>","<U+4E4C><U+9C81><U+6728><U+9F50>",FALSE,"Xinjiang Uygur","Urumqi",NA,NA,NA,NA,311,132,311,"ÃœrÃ¼mqi",87.4171,43.8729,NA
"492","1496A","<U+7C73><U+4E1C><U+533A><U+73AF><U+4FDD><U+5C40>","<U+4E4C><U+9C81><U+6728><U+9F50>",FALSE,"Xinjiang Uygur","Urumqi",NA,NA,NA,NA,301,132,301,"Changji Hui",87.6444,43.962,NA
"493","1508A","<U+677F><U+5858>","<U+6E58><U+6F6D>",FALSE,"Hunan","Xiangtan","none",FALSE,FALSE,"none",156,202,156,"Xiangtan",112.9433,27.8614,NA
"494","1511A","<U+5E02><U+76D1><U+6D4B><U+7AD9>","<U+6E58><U+6F6D>",FALSE,"Hunan","Xiangtan","none",FALSE,FALSE,"none",156,202,156,"Xiangtan",112.9118,27.8403,NA
"495","1512A","<U+6C5F><U+9E93>","<U+6E58><U+6F6D>",FALSE,"Hunan","Xiangtan","none",FALSE,FALSE,"none",156,202,156,"Xiangtan",112.8937,27.8728,NA
"496","1513A","<U+5CB3><U+5858>","<U+6E58><U+6F6D>",FALSE,"Hunan","Xiangtan","none",FALSE,FALSE,"none",156,202,156,"Xiangtan",112.9227,27.8159,NA
"497","1514A","<U+79D1><U+5927>","<U+6E58><U+6F6D>",FALSE,"Hunan","Xiangtan","none",FALSE,FALSE,"none",156,202,156,"Xiangtan",112.9074,27.9119,NA
"498","1515A","<U+5929><U+53F0><U+5C71><U+5E84>","<U+682A><U+6D32>",FALSE,"Hunan","Zhuzhou","none",FALSE,FALSE,"none",162,141,162,"Zhuzhou",113.135,27.8244,NA
"499","1518A","<U+682A><U+51B6><U+533B><U+9662>","<U+682A><U+6D32>",FALSE,"Hunan","Zhuzhou","none",FALSE,FALSE,"none",162,141,162,"Zhuzhou",113.095,27.8867,NA
"500","1519A","<U+5E02><U+56DB><U+4E2D>","<U+682A><U+6D32>",FALSE,"Hunan","Zhuzhou","none",FALSE,FALSE,"none",162,141,162,"Zhuzhou",113.167,27.8667,NA
"501","1520A","<U+706B><U+8F66><U+7AD9>","<U+682A><U+6D32>",FALSE,"Hunan","Zhuzhou","none",FALSE,FALSE,"none",162,141,162,"Zhuzhou",113.143,27.8381,NA
"502","1524A","<U+5E02><U+76D1><U+6D4B><U+7AD9>","<U+682A><U+6D32>",FALSE,"Hunan","Zhuzhou","none",FALSE,FALSE,"none",162,141,162,"Zhuzhou",113.13,27.8528,NA
"503","1552A","<U+6850><U+6728><U+5CAD>","<U+8D35><U+9633>",FALSE,"Guizhou","Guiyang","none",FALSE,FALSE,"none",80,270,80,"Guiyang",106.805,26.3003,NA
"504","1559A","<U+5927><U+4EAC><U+98CE><U+666F><U+533A>","<U+682A><U+6D32>",FALSE,"Hunan","Zhuzhou","none",FALSE,FALSE,"none",162,141,162,"Zhuzhou",113.251,27.8336,NA
"505","1562A","<U+662D><U+5C71>","<U+6E58><U+6F6D>",FALSE,"Hunan","Xiangtan","none",FALSE,FALSE,"none",156,202,156,"Xiangtan",113.0048,27.9153,NA
"506","1564A","<U+97F6><U+5C71>","<U+6E58><U+6F6D>",FALSE,"Hunan","Xiangtan","none",FALSE,FALSE,"none",156,202,156,"Xiangtan",112.4876,27.9164,NA
"507","1585A","<U+5E02><U+73AF><U+5883><U+76D1><U+6D4B><U+7AD9>","<U+5305><U+5934>",FALSE,"Nei Mongol","Baotou","none",FALSE,FALSE,"none",210,234,210,"Baotou",109.8756,40.6532,NA
